symbol,timestamp_utc,air_temp_3m,rel_hum_3m,wind_spd_avg,wind_spd_max,wind_direction,sw_rad_in,battv_min
CAAM,2026-04-21 12:45:00+00,-27.01,70.63,1.752,2.528,312.6,0.001,12.76
CAAM,2026-04-21 12:30:00+00,-25.88,69.54,1.14,2.43,312.4,0.001,12.76
CAAM,2026-04-21 12:15:00+00,-26.06,70.26,2.259,2.646,315.9,0.001,12.76
CAAM,2026-04-21 12:00:00+00,-26.2,71.17,1.522,2.822,317.0,0.0,12.76
CAAM,2026-04-21 11:45:00+00,-26.38,71.57,1.648,2.489,315.2,0.001,12.76
CAAM,2026-04-21 11:30:00+00,-26.56,72.68,0.7,1.235,309.5,0.0,12.76
CAAM,2026-04-21 11:15:00+00,-26.95,69.51,1.547,2.646,315.5,0.001,12.76
CAAM,2026-04-21 11:00:00+00,-26.92,72.21,1.965,2.901,314.0,0.0,12.76
CAAM,2026-04-21 10:45:00+00,-26.02,69.71,1.786,2.92,312.9,0.001,12.76
CAAM,2026-04-21 10:30:00+00,-26.05,71.32,1.807,2.724,315.9,0.001,12.76
CAAM,2026-04-21 10:15:00+00,-26.14,70.39,0.736,1.842,312.5,0.001,12.76
CAAM,2026-04-21 10:00:00+00,-26.12,72.32,1.407,1.999,314.2,0.001,12.76
CAAM,2026-04-21 09:45:00+00,-26.45,72.03,0.841,1.47,309.4,0.0,12.76
CAAM,2026-04-21 09:30:00+00,-25.89,68.35,1.775,2.724,314.2,0.001,12.76
CAAM,2026-04-21 09:15:00+00,-25.55,69.34,2.186,2.862,314.8,0.002,12.76
CAAM,2026-04-21 09:00:00+00,-25.89,71.46,1.166,2.293,314.1,0.001,12.76
CAAM,2026-04-21 08:45:00+00,-25.86,72.59,0.833,1.313,314.3,0.001,12.76
CAAM,2026-04-21 08:30:00+00,-26.28,72.98,1.47,2.685,307.0,0.002,12.76
CAAM,2026-04-21 08:15:00+00,-26.46,72.4,0.403,1.019,301.8,0.001,12.76
CAAM,2026-04-21 08:00:00+00,-26.8,70.0,1.037,2.058,40.86,0.001,12.76
CAAM,2026-04-21 07:45:00+00,-25.82,68.25,1.404,2.685,309.6,0.001,12.76
CAAM,2026-04-21 07:30:00+00,-25.63,68.71,2.589,2.94,315.7,0.002,12.76
CAAM,2026-04-21 07:15:00+00,-25.89,69.12,2.673,4.018,315.7,0.001,12.76
CAAM,2026-04-21 07:00:00+00,-25.56,69.56,1.438,2.156,312.5,0.002,12.76
CAAM,2026-04-21 06:45:00+00,-25.53,70.9,1.72,2.666,313.7,0.001,12.76
CAAM,2026-04-21 06:30:00+00,-25.69,69.53,1.336,2.097,310.9,0.001,12.76
CAAM,2026-04-21 06:15:00+00,-25.58,71.36,1.23,1.744,314.3,0.001,12.76
CAAM,2026-04-21 06:00:00+00,-25.67,70.72,1.293,2.254,309.5,0.001,12.76
CAAM,2026-04-21 05:45:00+00,-25.57,71.38,1.169,1.999,313.7,0.004,12.76
CAAM,2026-04-21 05:30:00+00,-25.67,72.33,1.455,2.195,310.0,0.014,12.76
CAAM,2026-04-21 05:15:00+00,-25.82,73.14,1.056,1.607,306.3,0.047,12.76
CAAM,2026-04-21 05:00:00+00,-26.08,72.47,0.793,1.372,309.0,0.155,12.76
CAAM,2026-04-21 04:45:00+00,-25.62,69.84,1.642,3.156,310.4,0.39,12.76
CAAM,2026-04-21 04:30:00+00,-25.71,70.47,2.739,3.43,312.7,0.868,12.76
CAAM,2026-04-21 04:15:00+00,-25.71,71.98,2.922,3.665,314.0,1.445,12.76
CAAM,2026-04-21 04:00:00+00,-25.66,72.38,2.488,3.744,312.7,2.135,12.77
CAAM,2026-04-21 03:45:00+00,-25.55,72.62,2.765,3.626,313.8,3.009,12.76
CAAM,2026-04-21 03:30:00+00,-25.37,73.27,2.538,3.332,315.2,3.672,12.76
CAAM,2026-04-21 03:15:00+00,-25.55,74.08,1.736,2.47,314.8,4.486,12.77
CAAM,2026-04-21 03:00:00+00,-25.63,74.57,1.642,3.41,312.3,5.136,12.77
CAAM,2026-04-21 02:45:00+00,-25.57,73.81,3.072,3.92,313.5,5.622,12.76
CAAM,2026-04-21 02:30:00+00,-25.6,74.95,2.084,3.195,313.2,6.178,12.77
CAAM,2026-04-21 02:15:00+00,-25.57,73.52,2.615,3.646,312.9,6.589,12.77
CAAM,2026-04-21 02:00:00+00,-25.24,74.91,1.459,2.724,313.0,6.882,12.77
CAAM,2026-04-21 01:45:00+00,-25.16,74.12,1.45,2.058,314.1,7.223,12.77
CAAM,2026-04-21 01:30:00+00,-25.49,71.65,2.419,3.43,315.2,7.536,12.76
CAAM,2026-04-21 01:15:00+00,-25.37,71.75,2.182,2.901,316.1,8.19,12.76
CAAM,2026-04-21 01:00:00+00,-25.2,72.57,1.831,2.528,316.5,8.16,12.76
CAAM,2026-04-21 00:45:00+00,-25.32,71.97,1.754,2.744,318.6,8.41,12.76
CAAM,2026-04-21 00:30:00+00,-25.9,75.05,1.484,2.019,315.5,8.37,12.74
CAAM,2026-04-21 00:15:00+00,-25.95,71.4,1.283,2.607,312.3,8.48,12.75
CAAM,2026-04-21 00:00:00+00,-25.75,71.92,2.164,2.587,313.9,8.58,12.77
CAAM,2026-04-20 23:45:00+00,-25.46,71.96,1.873,2.274,313.9,7.779,12.76
CAAM,2026-04-20 23:30:00+00,-25.43,73.71,1.642,2.646,316.6,7.155,12.76
CAAM,2026-04-20 23:15:00+00,-25.65,74.24,0.828,1.96,317.7,6.019,12.75
CAAM,2026-04-20 23:00:00+00,-25.64,73.52,1.689,2.332,318.1,4.993,12.75
CAAM,2026-04-20 22:45:00+00,-25.78,72.43,1.763,2.47,311.8,3.912,12.75
CAAM,2026-04-20 22:30:00+00,-25.56,72.34,1.96,3.352,315.6,3.143,12.75
CAAM,2026-04-20 22:15:00+00,-25.5,73.27,1.741,2.489,314.2,2.227,12.74
CAAM,2026-04-20 22:00:00+00,-25.83,72.95,1.479,2.352,313.7,1.502,12.75
CAAM,2026-04-20 21:45:00+00,-25.51,72.09,1.91,2.411,314.2,0.893,12.74
CAAM,2026-04-20 21:30:00+00,-26.35,73.84,1.727,2.47,313.8,0.46,12.74
CAAM,2026-04-20 21:15:00+00,-26.62,72.22,1.208,2.019,309.7,0.192,12.75
CAAM,2026-04-20 21:00:00+00,-26.39,72.76,0.95,1.686,311.6,0.063,12.74
CAAM,2026-04-20 20:45:00+00,-26.35,72.91,0.625,0.96,311.6,0.017,12.74
CAAM,2026-04-20 20:30:00+00,-26.96,71.35,0.993,1.548,314.4,0.003,12.75
CAAM,2026-04-20 20:15:00+00,-26.74,70.82,1.184,2.195,311.2,0.001,12.74
CAAM,2026-04-20 20:00:00+00,-26.47,71.6,0.808,2.489,330.5,0.001,12.75
CAAM,2026-04-20 19:45:00+00,-26.45,70.93,1.084,1.96,311.0,0.001,12.75
CAAM,2026-04-20 19:30:00+00,-26.66,69.96,1.027,1.901,308.4,0.0,12.75
CAAM,2026-04-20 19:15:00+00,-26.71,69.39,1.519,1.901,309.0,0.001,12.75
CAAM,2026-04-20 19:00:00+00,-26.5,69.46,0.88,1.705,310.2,0.0,12.75
CAAM,2026-04-20 18:45:00+00,-26.5,69.35,1.496,2.176,351.8,0.0,12.75
CAAM,2026-04-20 18:30:00+00,-27.17,70.67,1.6,2.822,314.6,0.0,12.75
CAAM,2026-04-20 18:15:00+00,-27.94,69.59,1.981,2.881,309.4,0.001,12.75
CAAM,2026-04-20 18:00:00+00,-27.05,66.84,2.016,2.607,308.2,0.001,12.75
CAAM,2026-04-20 17:45:00+00,-26.42,69.4,1.265,2.509,314.6,0.0,12.75
CAAM,2026-04-20 17:30:00+00,-27.11,66.64,1.753,2.097,129.5,0.0,12.75
CAAM,2026-04-20 17:15:00+00,-26.32,64.42,1.326,2.685,152.6,0.001,12.75
CAAM,2026-04-20 17:00:00+00,-25.95,64.52,0.978,2.176,314.3,0.001,12.76
